1350923734|Opera/9.80 (Windows NT 6.1; WOW64; U; ru) Presto/2.10.289 Version/12.02|88.155.146.2|
1351114628|Opera/9.80 (X11; Linux zbov) Presto/2.11.355 Version/12.10|94.153.64.65|
1351430298|LG-GS290/V100 Obigo/WAP2.0 Profile/MIDP-2.1 Configuration/CLDC-1.1|217.212.230.249|
1351600617|Mozilla/5.0 (SymbianOS/9.4; U; Series60/5.0 Nokia5230/10.0.057; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/413 (KHTML, like Gecko) Safari/413|217.212.231.78|
1351702339|SonyEricssonWT13i/1.0 Browser/1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1|217.212.231.159|
1351822655|Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)|66.249.73.131|
1352196604|Mozilla/5.0 (SymbianOS/9.4; Series60/5.0 NokiaC6-00/41.0.010; Profile/MIDP-2.1 Configuration/CLDC-1.1) AppleWebKit/533.4 (KHTML, like Gecko) NokiaBrowser/7.3.1.31|80.239.242.173|
1352387411|Mozilla/4.0 (compatible; MSIE 6.0; Windows CE; SmartPhone; 240x320 )|217.212.231.46|
1352453012|Nokia5130c-2/2.0 (07.95) Profile/MIDP-2.1 Configuration/CLDC-1.1|217.212.230.131|
1352843676|Opera/9.80 (Windows NT 5.1; U; MRA 6.0 (build 6001); ru) Presto/2.10.289 Version/12.01|46.33.32.6|
1352990592|SAMSUNG-GT-C3011/1.0 Openwave/6.2.3 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|195.189.142.74|
1353068334|Mozilla/5.0 (SymbianOS/9.3; Series60/3.2 NokiaC5-00/031.013; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/525 (KHTML, like Gecko) Version/3.0 BrowserNG/7.1.5|217.212.231.213|
1354544246|SAMSUNG-GT-S3650/S3650XEII3 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|46.211.183.225|
1355057006|Mozilla/5.0 (Linux; U; Android 2.3.3; uk-ua; GT-S5830 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|80.239.243.220|
1355260512|Opera/9.80 (S60; SymbOS; Opera Mobi/SYB-1204232256; U; ru) Presto/2.10.254 Version/12.00|82.145.210.157|
1355852636|SAMSUNG-GT-E2232/1.0 Openwave/6.2.3 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|217.118.81.41|
1355954339|? # ?|80.239.243.38|
1357422462|Mozilla/5.0 (Series40; Nokia202/20.36; Profile/MIDP-2.1 Configuration/CLDC-1.1) Gecko/20100401 S40OviBrowser/2.2.0.0.33|66.54.89.102|
1357677429|SonyEricssonK530i/R8BB Browser/NetFront/3.3 Profile/MIDP-2.0 Configuration/CLDC-1.1|217.212.231.43|
1358255491|LG-GS290/V100 Obigo/WAP2.0 Profile/MIDP-2.1 Configuration/CLDC-1.1|82.145.208.222|
1358281142|SAMSUNG-GT-S3650/S3650XEIJ2 SHP/VPP/R5 Jasmine/1.0 Nextreaming SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1|85.26.241.52|
1358897859|Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)|66.249.76.27|
1359031171|Mozilla/5.0 (SymbianOS/9.3; Series60/3.2 NokiaC5-00/031.022; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/525 (KHTML, like Gecko) Version/3.0 BrowserNG/7.2.3.1|82.145.209.7|
1359751317|Nokia5130c-2/2.0 (07.95) Profile/MIDP-2.1 Configuration/CLDC-1.1|82.145.216.32|
1359833148|? # ?|217.212.230.171|
1360852418|SAMSUNG-GT-S3600i/S3600iXXIL2 NetFront/3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1|82.145.210.27|
1360918837|NokiaX2-00/5.0 (04.80) Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 AppleWebKit/420+ (KHTML, like Gecko) Safari/420+|82.145.209.126|
1361356472|NokiaC1-01|82.145.211.66|
1361648219|SonyEricssonW710i|217.212.230.179|
1361800679|SonyEricssonK310i|80.239.243.173|
1380041202|Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)|66.249.73.83|
1382120230|Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)|66.249.75.221|
1383863433|Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)|66.249.66.221|
1387153335|Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)|66.249.66.221|
1394579064|Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)|66.249.78.27|
