Tattooha|1320687722|nomail|NokiaN72|80.239.243.93|
Tattooha|1320687855|nomail|NokiaN72|80.239.243.93|
adelante|1320690851|nomail|SonyEricssonK550i//R6BC Profile/MIDP-2.0 Configuration/CLDC-1.1, sonyericssonk550i/UC Browser7.8.0.95/70/400|31.192.105.98|
bestiya|1320693982|nomail|SEC-SGHJ600E/1.0 NetFront/3.2 Profile/MIDP-2.0 Configuration/CLDC-1.1|79.124.239.231|
MAKSIMUS|1320696158|nomail|SonyEricssonK800i/R8BF Browser/NetFront/3.3 Profile/MIDP-2.0 Configuration/CLDC-1.1|80.239.243.192|
НОВОПОЛОЦК|1320696235|nomail|SonyEricssonK800i/R8BF Browser/NetFront/3.3 Profile/MIDP-2.0 Configuration/CLDC-1.1|80.239.243.192|
FLASH|1320696336|nomail|SonyEricssonK800i/R8BF Browser/NetFront/3.3 Profile/MIDP-2.0 Configuration/CLDC-1.1|80.239.243.192|
испания|1320744266|nomail|NokiaE50-1|82.145.216.23|
испанец|1320744284|nomail|NokiaE50-1|82.145.216.23|
|1320744368|nomail|SonyEricssonK700c/R2AE SEMC-Browser/4.0.3 Profile/MIDP-2.0 Configuration/CLDC-1.1|159.146.145.126|
|1320744449|nomail|SonyEricssonK700c/R2AE SEMC-Browser/4.0.3 Profile/MIDP-2.0 Configuration/CLDC-1.1|159.146.145.126|
vitvin|1320751308|nomail|SAMSUNG-GT-B3410/B3410XXIK7 NetFront/3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1|81.18.116.74|
Maks 1987|1320752116|nomail|SAMSUNG-GT-C3510/C3510XXJD1 NetFront/3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1|82.145.209.154|
Крут7|1320758410|nomail|Nokia2700c-2|80.239.242.165|
kalibr45|1320762414|nomail|Nokia7230/5.0 (06.90) Profile/MIDP-2.1 Configuration/CLDC-1.1 nokia7230/UC Browser7.9.0.102/70/352|65.255.37.143|
Запорожская Сечь|1320766096|nomail|? # ?|82.145.217.54|
Украина|1320766112|nomail|? # ?|82.145.217.54|
Киевская Русь|1320766147|nomail|? # ?|82.145.217.54|
КиЕв|1320766162|nomail|? # ?|82.145.217.54|
КиЕв777|1320766173|nomail|? # ?|82.145.217.54|
Зимбабве|1320766331|nomail|NokiaN70-1/5.0638.3.0.1 Series60/2.8 Profile/MIDP-2.0 Configuration/CLDC-1.1/UC Browser7.8.0.95/27/400|85.26.184.129|
ара|1320784753|nomail|Mozilla/5.0 (SymbianOS/9.4; Series60/5.0 Nokia5228/50.1.001; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/533.4 (KHTML, like Gecko) NokiaBrowser/7.3.1.25 Mobile Safari/533.4 3gpp-gba|217.118.66.143|
goblin11|1320791289|nomail|Nokia2700c-2/2.0 (09.80) Profile/MIDP-2.1 Configuration/CLDC-1.1|82.145.216.52|
goblin12|1320791306|nomail|Nokia2700c-2/2.0 (09.80) Profile/MIDP-2.1 Configuration/CLDC-1.1|82.145.216.52|
|1320806094|nomail|LG-GB270 Obigo/WAP2.0 MIDP-2.0/CLDC-1.1|178.133.55.44|
|1320806182|nomail|LG-GB270 Obigo/WAP2.0 MIDP-2.0/CLDC-1.1|178.133.55.44|
rick|1320836479|nomail|Mozilla/5.0 (SymbianOS/9.4; U; Series60/5.0 Nokia5230/10.0.057; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/413 (KHTML, like Gecko) Safari/413|82.145.211.99|
012|1320840586|nomail|SAMSUNG-GT-C3010/1.0 Openwave/6.2.3 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|82.145.208.200|
OLEG23|1320840606|nomail|SAMSUNG-GT-C3010/1.0 Openwave/6.2.3 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|82.145.208.200|
WHITE PRIDE|1320841465|nomail|NativeOperaMini(MTK;Opera Mini/5.1.3119;ru)|82.145.208.181|
immen|1320843488|nomail|SonyEricssonK800i/R8BF Browser/NetFront/3.3 Profile/MIDP-2.0 Configuration/CLDC-1.1|82.145.211.16|
Largental|1320848149|nomail|? # ?|82.145.217.82|
Lobzik|1320920965|nomail|LG-T310i/V100 Obigo/Q7.3 MMS/LG-MMS-V1.1/1.2 MediaPlayer/LGPlayer/1.0 Java/ASVM/1.1 Profile/MIDP-2.1 Configuration/CLDC-1.1|79.124.137.94|
|1320931323|nomail|Nokia6233|82.145.216.65|
Лорд|1320931549|nomail|Nokia5130c-2|82.145.210.3|
Лорд ветра|1320931563|nomail|Nokia5130c-2|82.145.210.3|
Зинаида|1320941011|nomail|NokiaC1-02/2.0 (03.40) Profile/MIDP-2.1 Configuration/CLDC-1.1|82.145.211.126|
БАБЕР|1320941021|nomail|SAMSUNG-GT-E2121B/E2121BXXJD5 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|88.154.202.15|
Kopengagen|1320999672|nomail|Nokia2730c-1/2.0 (tmy7.37) Profile/MIDP-2.1 Configuration/CLDC-1.1|82.145.208.26|
УкРа!нА|1321000622|nomail|? # ?|82.145.208.201|
|1321001600|nomail|? # ?|82.145.208.201|
УкРа!нА|1321001642|nomail|? # ?|82.145.208.201|
УкРа!нА7|1321001652|nomail|? # ?|82.145.208.201|
ВЛАД КОР|1321005626|nomail|SAMSUNG-GT-C3530/1.0 NetFront/3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1 UNTRUSTED/1.0|82.145.216.5|
diablo ded|1321020847|nomail|Nokia2700c-2/2.0 (09.80) Profile/MIDP-2.1 Configuration/CLDC-1.1|82.145.210.54|
Х@лансерх@|1321039431|nomail|Nokia1680c-2/2.0 (06.82) Profile/MIDP-2.1 Configuration/CLDC-1.1  UNTRUSTED/1.0|82.145.210.191|
Лансер|1321039475|nomail|Nokia1680c-2/2.0 (06.82) Profile/MIDP-2.1 Configuration/CLDC-1.1  UNTRUSTED/1.0|82.145.210.191|
Арэс/СаВВиДи|1321039985|nomail|NokiaX2-00|80.239.243.205|
Арэс|СаВВиДи|1321040026|nomail|NokiaX2-00|80.239.243.205|
[*Арэс*]|1321040061|nomail|NokiaX2-00|80.239.243.205|
[Арэс]|1321040072|nomail|NokiaX2-00|80.239.243.205|
[Арэс]|1321040074|nomail|NokiaX2-00|80.239.243.205|
Арэс|1321040086|nomail|NokiaX2-00|80.239.243.205|
gaminator|1321041922|nomail|Nokia3110c|217.212.230.86|
M.o.n.s.t.e.rrr|1321049744|nomail|j2me/UC Browser7.8.0.95/69/400 UNTRUSTED/1.0|31.192.105.105|
Groml|1321049797|nomail|j2me/UC Browser7.8.0.95/69/400 UNTRUSTED/1.0|31.192.105.105|
Black|1321070793|nomail|Nokia6555/2.0 (03.46) Profile/MIDP-2.1 Configuration/CLDC-1.1  UNTRUSTED/1.0|82.145.209.157|
