1334933099|SonyEricssonU8i/R2EA; Mozilla/5.0 (SymbianOS/9.4; U; Series60/5.0 Profile/MIDP-2.1 Configuration/CLDC-1.1) AppleWebKit/525 (KHTML, like Gecko) Version/3.0 Safari/525|82.145.208.21|
1334933230|NokiaX3-02|217.212.230.237|
1334935543|SEC-SGHE210/1.0 NetFront/3.2 Profile/MIDP-2.0 Configuration/CLDC-1.1|217.118.66.143|
1334937125|Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.5.24 Version/10.54|88.212.1.242|
1334937347|Opera/9.80 (Windows NT 6.1; U; MRA 5.10 (build 5267); ru) Presto/2.10.229 Version/11.62|85.26.164.97|
1334937709|SAMSUNG-GT-C3300K/C3300KXXJG8 NetFront/3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1|80.239.243.225|
1334938349|NokiaC3-00|217.212.230.178|
1334939153|Mozilla/5.0 (SAMSUNG; SAMSUNG-GT-S5250/S5250MFKC1; U; Bada/1.0; ru-ru) AppleWebKit/533.1 (KHTML, like Gecko) Dolfin/2.0 Mobile WQVGA SMM-MMS/1.2.0 NexPlayer/3.0 profile/MIDP-2.1 configuration/CLDC-1.1 OPN-B|94.153.203.162|
1334940192|Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.5.24 Version/10.54|178.49.155.128|
1334940509|NOKIAN78/UC Browser8.0.4.121/28/400/UCWEB|95.153.173.76|
1334940515|Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.2.15 Version/10.10|88.212.1.242|
1334941956|Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.162 Safari/535.19|85.108.134.253|
1334945167|SonyEricssonW995/R1HA Browser/NetFront/3.4 Profile/MIDP-2.1 Configuration/CLDC-1.1 JavaPlatform/JP-8.4.5|87.69.222.92|
1334945260|BlackBerry8530/5.0.0.1030 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/104|206.53.148.17|
1334947693|SAMSUNG-GT-C3312/1.0 NetFront/4.2 Profile/MIDP-2.0 Configuration/CLDC-1.1|125.18.239.131|
1334947789|Opera/9.80 (Windows NT 5.1; U; MRA 5.7 (build 03790); ru) Presto/2.10.229 Version/11.62|178.76.234.30|
1334950515|SAMSUNG-GT-C3752/1.0 NetFront/4.1 Profile/MIDP-2.0 Configuration/CLDC-1.1 UNTRUSTED/1.0|82.145.217.54|
1334951532|SAMSUNG-SGH-E590/1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|83.188.77.14|
1334952510|SAMSUNG-SGH-E590/1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|90.133.136.39|
1334953329|SAMSUNG-SGH-E590/1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|90.138.162.47|
1334956815|SAMSUNG-GT-B5722/B5722XXJA1 NetFront/3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1|217.118.79.37|
1334957282|Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; BRI/1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET4.0C; .NET4.0E; .NET CLR 3.5.30729)|178.133.99.185|
1334960272|NokiaC2-00/2.0 (03.45) Profile/MIDP-2.1 Configuration/CLDC-1.1|217.212.230.78|
1334963263|Mozilla/5.0 (Linux; U; Android 2.1-update1; ru-ru; U20i Build/2.1.1.A.0.6) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17|217.212.230.213|
1334972425|Mozilla/5.0 (Linux; U; Android 2.2.1; ru-ru; GT-I9003 Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|2.76.93.37|
1334974078|Nokia5800 XpressMusic/Opera&lt;Ch-Ray&gt;/RU/400|95.153.174.91|
1334974864|JUC(Linux;U;2.2.1;Ru_ru;GT-I9003;480*800;)UCWEB7.4.0.65/139/400|2.76.93.37|
1334975244|'M', 'Y' 'P', 'H', 'O', 'N', 'E' Browser/WAP2.0 Profile/MIDP-2.0 Configuration/CLDC-1.1|176.28.87.154|
1334977601|Mozilla/5.0 (SymbianOS/9.4; Series60/5.0 NokiaC5-03/21.0.003; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/533.4 (KHTML, like Gecko) NokiaBrowser/7.3.1.30 Mobile Safari/533.4 3gpp-gba|210.212.163.57|
1334979364|? # ?|80.239.242.64|
1334983882|NOKIA6120c/UC Browser8.0.4.121/28/444/UCWEB|217.118.81.244|
1334984571|Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.229 Version/11.62|46.72.9.17|
1334989120|NOKIAN82/UC Browser8.0.4.121/28/444/UCWEB|217.118.81.214|
1334990247|NOKIAN78/UC Browser8.0.4.121/28/400/UCWEB|95.153.189.147|
1334990766|NOKIAN78/UC Browser8.0.4.121/28/400/UCWEB|95.153.169.171|
1334990912|Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.229 Version/11.62|212.66.50.33|
1334992214|Nokia2700c-2|80.239.243.235|
1334993592|Mozilla/5.0 (Linux; U; Android 2.2.1; ru-ru; GT-I9003 Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|2.76.214.80|
1334993808|SAMSUNG-GT-C3300K/C3300KXXJG8 NetFront/3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1|85.26.155.190|
1334995099|Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13|110.138.219.22|
1334997382|? # ?|217.212.231.228|
1334998941|Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.162 Safari/535.19|85.108.134.253|
1335001546|Mozilla/5.0 (Symbian/3; Series60/5.3 NokiaX7-00/111.030.0609; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/533.4 (KHTML, like Gecko) NokiaBrowser/7.4.2.6 Mobile Safari/533.4 3gpp-gba|83.149.8.154|
1335002281|Mozilla/5.0 (SymbianOS/9.4; Series60/5.0 NokiaC5-03/11.0.024; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/525 (KHTML, like Gecko) Version/3.0 BrowserNG/7.2.6.9 3gpp-gba|2.79.76.191|
1335002931|Nokia3120classic/2.0 (09.41) Profile/MIDP-2.1 Configuration/CLDC-1.1|212.93.105.3|
1335004218|? # ?|217.212.231.181|
1335005199|NOKIAN78/UC Browser8.0.4.121/28/400/UCWEB|95.153.166.11|
1335005673|NokiaN97 mini/UC Browser8.0.4.121/50/400/UCWEB|95.153.186.202|
1335005811|NokiaC2-01/5.0 (11.10) Profile/MIDP-2.1 Configuration/CLDC-1.1  UNTRUSTED/1.0|66.154.119.27|
1335006405|SAMSUNG-GT-C3300K/C3300KXXJG8 NetFront/3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1|217.212.231.236|
1335008513|NokiaC2-01/5.0 (11.10) Profile/MIDP-2.1 Configuration/CLDC-1.1  UNTRUSTED/1.0|65.255.37.179|
1335008549|SonyEricssonJ10i2|217.212.230.210|
1335008648|NokiaC2-01/5.0 (11.10) Profile/MIDP-2.1 Configuration/CLDC-1.1  UNTRUSTED/1.0|65.255.37.183|
1335009245|Nokia6300|82.145.208.95|
1335018607|Nokia2330c-2|82.145.211.89|
1335023344|Opera/9.80 (Windows NT 6.1; WOW64; U; az) Presto/2.10.229 Version/11.62|37.61.20.247|
1335024437|SAMSUNG-GT-C3011/1.0 Openwave/6.2.3 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|217.118.83.198|
1335027012|SAMSUNG-GT-C3011/1.0 Openwave/6.2.3 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|217.118.83.206|
1335027757|NokiaN70-1/5.0705.3.0.1 Series60/2.8 Profile/MIDP-2.0 Configuration/CLDC-1.1|2.76.154.25|
1335033800|Nokia6300/2.0 (05.50) Profile/MIDP-2.0 Configuration/CLDC-1.1|176.28.81.2|
1335037941|Nokia5800 XpressMusic/Opera&lt;Ch-Ray&gt;/RU/400|95.153.174.27|
1335038714|NokiaC2-03/2.0 (07.29) Profile/MIDP-2.1 Configuration/CLDC-1.1  UNTRUSTED/1.0|83.149.37.37|
1335040691|Mozilla/5.0 (SymbianOS/9.4; Series60/5.0 Nokia5530c-2/30.0.009; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/525 (KHTML, like Gecko) Version/3.0 BrowserNG/7.2.3|46.133.190.129|
1335041346|Nokia5250/UC Browser8.0.3.107/50/400/UCWEB|88.155.203.37|
1335043224|Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.162 Safari/535.19|85.108.134.253|
1335044652|Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.229 Version/11.62|31.23.59.159|
1335065428|? # ?|82.145.209.8|
1335067230|NokiaX2-00|82.145.216.64|
1335073027|Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.162 Safari/535.19|95.153.172.190|
1335073870|Mozilla/5.0 (Linux; U; Android 2.1-update1; ru-by; MTC_A Build/ERE27) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17|217.212.231.119|
1335074880|Mozilla/5.0 (Linux; U; Android 2.1-update1; ru-by; MTC_A Build/ERE27) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17|217.212.231.233|
1335075937|Nokia5800 XpressMusic/Opera&lt;Ch-Ray&gt;/RU/400|95.153.175.219|
1335077519|SAMSUNG-GT-C3300K/C3300KXXJG8 NetFront/3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1|80.239.243.71|
1335078621|Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.229 Version/11.61|46.0.93.140|
1335083566|Nokia3110c|217.212.231.3|
1335089318|Nokia6303classic|217.212.231.116|
1335091421|Mozilla/5.0 (Linux; U; Android 2.2.2; ru-ru; RTK D1 Build/FRF91) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|88.205.198.213|
1335092937|SAMSUNG-GT-C3300K/C3300KXXJG8 NetFront/3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1|217.212.231.147|
1335094765|Nokia1680c-2/2.0 (05.61) Profile/MIDP-2.1 Configuration/CLDC-1.1|217.168.176.4|
1335094772|UNTRUSTED/1.0|217.212.231.212|
1335095352|Nokia2700c-2|80.239.243.194|
1335101593|Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.229 Version/11.61|77.244.114.10|
1335102855|NokiaC2-03/2.0 (07.29) Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 (Java; U; ru; nokiac2-03) UCBrowser8.2.1.144/70/352/UCWEB Mobile|31.192.105.96|
1335103819|SAMSUNG-GT-C3300K/C3300KXXJG8 NetFront/3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1|80.83.238.69|
1335104301|NokiaN70-1/5.0705.3.0.1 Series60/2.8 Profile/MIDP-2.0 Configuration/CLDC-1.1|2.76.182.165|
1335104729|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.79 Safari/535.11 YI|178.49.155.209|
1335105429|Mozilla/5.0 (SymbianOS/9.4; Series60/5.0 Nokia5230/21.0.004; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/525 (KHTML, like Gecko) Version/3.0 BrowserNG/7.2.5.2 3gpp-gba|77.244.116.48|
1335115989|SonyEricssonW710i/R1GB Profile/MIDP-2.0 Configuration/CLDC-1.1 UNTRUSTED/1.0|65.255.37.178|
1335116396|MAUI WAP Browser|88.154.184.146|
