1317824242|Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.9.168 Version/11.51|178.63.214.179|
1317824561|Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.9.168 Version/11.51|178.63.214.179|
1317989275|Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.9.168 Version/11.51|178.63.214.179|
1318495569|Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.9.168 Version/11.51|212.90.33.207|
1318837719|Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.9.168 Version/11.51|212.90.33.207|
1318852130|Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.9.168 Version/11.51|212.90.33.207|
1318883525|Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.9.168 Version/11.51|212.90.33.207|
1318898123|Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1|178.125.6.206|
1318899387|Nokia2700c-2/2.0 (09.80) Profile/MIDP-2.1 Configuration/CLDC-1.1|80.239.242.171|
1318900246|SonyEricssonK790i|82.145.211.27|
1318900562|Nokia3120classic|80.239.243.169|
1318901084|? # ?|80.239.242.9|
1318901127|NokiaX2-00/5.0 (08.17) Profile/MIDP-2.1 Configuration/CLDC-1.1|80.239.242.9|
1318901383|LG-GD510/V100 Teleca/WAP2.0 Profile/MIDP-2.1 Configuration/CLDC-1.1|2.78.45.20|
1318902139|Nokia1680c-2/2.0 (06.82) Profile/MIDP-2.1 Configuration/CLDC-1.1|95.153.170.201|
1318902140|Nokia6700c-1/2.0 (07.90) Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 AppleWebKit/420+ (KHTML, like Gecko) Safari/420+|81.18.120.41|
1318902839|Nokia5130c-2|80.239.243.61|
1318902845|Nokia2600c/2.0 (05.22) Profile/MIDP-2.1 Configuration/CLDC-1.1|178.133.130.171|
1318903041|Mozilla/5.0 (SymbianOS/9.3; Series60/3.2 NokiaC5-00/032.010; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/525 (KHTML, like Gecko) Version/3.0 BrowserNG/7.2.5.2|80.84.1.23|
1318903451|Mozilla/5.0 (SymbianOS/9.4; U; Series60/5.0 Nokia5228/40.1.003; Profile/MIDP-2.1 Configuration/CLDC-1.1; ru) AppleWebKit/525 (KHTML, like Gecko) BrowserNG/7.2.7.4|217.212.230.48|
1318903689|Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)|66.249.71.143|
1318903689|Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)|66.249.71.143|
1318904295|Nokia5130c-2/2.0 (07.91) Profile/MIDP-2.1 Configuration/CLDC-1.1|80.239.243.13|
1318904407|Nokia5130c-2/2.0 (07.91) Profile/MIDP-2.1 Configuration/CLDC-1.1|80.239.243.13|
1318904900|NokiaX2-00/5.0 (04.90) Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 AppleWebKit/420+ (KHTML, like Gecko) Safari/420+|194.176.111.227|
1318906426|Alcatel-OT-305/1.0 ObigoInternetBrowser/Q03C|85.26.241.75|
1318906447|Nokia7310|217.212.230.105|
1318906772|? # ?|80.239.242.69|
1318906865|? # ?|195.189.142.79|
1318907340|Nokia6300/2.0 (05.50) Profile/MIDP-2.0 Configuration/CLDC-1.1|95.153.189.193|
1318907428|Nokia6300/2.0 (05.50) Profile/MIDP-2.0 Configuration/CLDC-1.1|95.153.189.193|
1318907443|Nokia6300/2.0 (05.50) Profile/MIDP-2.0 Configuration/CLDC-1.1|95.153.189.193|
1318907457|Nokia7310/2.0 (09.40) Profile/MIDP-2.1 Configuration/CLDC-1.1|2.76.156.242|
1318907566|Nokia6300/2.0 (05.50) Profile/MIDP-2.0 Configuration/CLDC-1.1|95.153.189.193|
1318907573|Nokia6300/2.0 (05.50) Profile/MIDP-2.0 Configuration/CLDC-1.1|95.153.189.193|
1318907633|Nokia3110c/2.0 (07.21) Profile/MIDP-2.0 Configuration/CLDC-1.1|213.87.76.52|
1318907921|NokiaX3-00|80.239.243.252|
1318908099|SAMSUNG-GT-C3200/1.0 NetFront/3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1 UNTRUSTED/1.0|82.145.208.203|
1318908164|? # ?|82.145.210.41|
1318908359|Nokia3110c/2.0 (07.21) Profile/MIDP-2.0 Configuration/CLDC-1.1|217.168.176.3|
1318908728|NokiaX2-00|82.145.209.165|
1318909021|Mozilla/5.0 (SymbianOS/9.3; Series60/3.2 NokiaC5-00/031.013; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/525 (KHTML, like Gecko) Version/3.0 BrowserNG/7.1.5|82.145.210.23|
1318909080|SonyEricssonZ710i|82.145.209.18|
1318909083|Nokia5130c-2|82.145.209.100|
1318909876|Nokia5130c-2|80.239.243.37|
1318909909|NokiaX2-00/5.0 (04.90) Profile/MIDP-2.1 Configuration/CLDC-1.1|82.145.210.120|
1318910039|Nokia6700c-1|82.145.209.45|
1318910134|Mozilla/5.0 (SymbianOS/9.3; Series60/3.2 Nokia6700s/071.004; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/533.4 (KHTML, like Gecko) NokiaBrowser/7.3.1.26 Mobile Safari/533.4 3gpp-gba|2.76.72.51|
1318910627|Nokia6500s/2.0 Profile/MIDP-2.1 Configuration/CLDC-1.1|82.145.211.103|
1318910798|Nokia5130c-2/2.0 (07.95) Profile/MIDP-2.1 Configuration/CLDC-1.1|82.145.211.85|
1318910829|SonyEricssonK800i|80.239.243.215|
1318911141|LG-GX200 Obigo/WAP2.0 MIDP-2.0/CLDC-1.1|77.74.67.224|
1318911197|Nokia5130c-2|80.239.243.37|
1318911315|Nokia5130c-2|80.239.243.37|
1318911531|Nokia6233/2.0 (05.60) Profile/MIDP-2.0 Configuration/CLDC-1.1|88.154.56.184|
1318911635|Sosospider+(+http://help.soso.com/webspider.htm)|124.115.6.15|
1318912008|Nokia5310XpressMusic|80.239.243.242|
1318912276|Mozilla/5.0 (SymbianOS/9.4; U; Series60/5.0 Nokia5228/21.1.004; Profile/MIDP-2.1 Configuration/CLDC-1.1; ru) AppleWebKit/525 (KHTML, like Gecko) BrowserNG/7.2.5.2|80.239.243.160|
1318912330|Nokia5310XpressMusic|80.239.243.242|
1318912430|? # ?|80.239.243.104|
1318912528|SAMSUNG-GT-C3200/1.0 NetFront/3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1|83.149.35.146|
1318912588|LG-KP500 Teleca/WAP2.0 MIDP-2.0/CLDC-1.1|82.145.211.78|
1318913164|Nokia2700c-2|217.212.230.59|
1318913238|Nokia5130c-2/2.0 (07.95) Profile/MIDP-2.1 Configuration/CLDC-1.1|178.133.41.79|
1318913459|NokiaN73-1|80.239.242.189|
1318913730|Nokia6300|217.212.230.26|
1318913803|SonyEricssonC902|80.239.242.138|
1318914126|SAMSUNG-GT-S5620|80.239.243.197|
1318914194|SAMSUNG-GT-C3010/1.0 Openwave/6.2.3 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|62.182.15.23|
1318914208|SAMSUNG-GT-C3010/1.0 Openwave/6.2.3 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|62.182.15.23|
1318914224|SEC-SGHB200/1.0 Openwave/6.2.3 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|193.41.62.120|
1318914259|SAMSUNG-GT-C3010/1.0 Openwave/6.2.3 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|62.182.15.23|
1318914476|Alcatel-OT-305/1.0 ObigoInternetBrowser/Q03C|83.149.48.7|
1318914728|? # ?|82.145.210.167|
1318914798|SAMSUNG-GT-C3010/1.0 Openwave/6.2.3 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|62.182.9.23|
1318914931|SAMSUNG-GT-E2121B/E2121BXXJD5 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0|212.58.162.44|
1318914938|Nokia5130c-2|80.239.243.237|
1318915007|Mozilla/5.0 (Symbian/3; Series60/5.2 NokiaN8-00/022.014; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/525 (KHTML, like Gecko) Version/3.0 NokiaBrowser/7.3.1.37|82.145.208.203|
1318915098|Mozilla/5.0 (SymbianOS/9.4; U; Series60/5.0 Nokia5800d-1/52.50.2008.24; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/413 (KHTML, like Gecko) Safari/413|80.239.243.124|
1318915470|SonyEricssonK770i/R8AA Browser/NetFront/3.3 Profile/MIDP-2.0 Configuration/CLDC-1.1|85.26.155.55|
1318915799|NokiaX2-00|82.145.209.41|
