1339255494|Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.229 Version/11.64|212.90.33.207|
1339255495|Skymonk/1.78|212.90.33.207|
1339607603|Mozilla/5.0 (Windows NT 6.0; WOW64; rv:11.0) Gecko/20100101 Firefox/11.0|95.143.222.232|
1339958152|Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.229 Version/11.64|212.90.33.207|
1340646849|Huawei/1.0/HUAWEI_G7210/Obigo Browser/Q05A Browser/Q03C MMS/1.0/MIDP-2.0 Configuration/CLDC-1.1|46.211.183.205|
1340653063|NokiaX2-00/5.0 (04.90) Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 AppleWebKit/420+ (KHTML, like Gecko) Safari/420+|82.145.208.107|
1340656665|Nokia5310XpressMusic/2.0 (05.81) Profile/MIDP-2.1 Configuration/CLDC-1.1|195.189.142.49|
1340660024|? # ?|217.212.230.142|
1340678287|Nokia7373|217.212.231.197|
1340682415|Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)|66.249.72.35|
1340690828|Mozilla/5.0 (en-us) AppleWebKit/534.14 (KHTML, like Gecko; Google Wireless Transcoder) Chrome/9.0.597 Safari/534.14|74.125.78.101|
1340694656|Mozilla/5.0 (Windows NT 6.1; rv:10.0) Gecko/20100101 Firefox/10.0|95.26.145.78|
1340694787|DoCoMo/2.0 N905i(c100;TB;W24H16) (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)|66.249.72.35|
1340730126|NokiaX2-00|82.145.217.14|
1340748896|Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)|66.249.72.35|
1340770311|NokiaC3-01|82.145.211.106|
1340770676|Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)|66.249.72.35|
1340777986|SAMSUNG-GT-C3530/1.0 NetFront/3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1|83.149.8.213|
1340783650|DoCoMo/2.0 N905i(c100;TB;W24H16) (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)|66.249.72.35|
1340795619|SAMSUNG-SGH-U800/1.0 SHP/VPP/R5 NetFront/3.4 SMM-MMS/1.2.0 profile/MIDP-2.0 configuration/CLDC-1.1 UNTRUSTED/1.0|82.145.209.36|
1340815141|? # ?|141.0.9.234|
1340818702|SEC-SGHE840/1.0 NetFront/3.4 Profile/MIDP-2.0 Configuration/CLDC-1.1|83.149.44.244|
1340825138|Mozilla/5.0 (SymbianOS/9.4; Series60/5.0 Nokia5228/21.1.004; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/525 (KHTML, like Gecko) Version/3.0 BrowserNG/7.2.5.2 3gpp-gba|217.118.66.83|
1340833795|Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)|66.249.72.35|
1340834286|? # ?|217.212.230.221|
1340872200|DoCoMo/2.0 N905i(c100;TB;W24H16) (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)|66.249.72.35|
1340879137|Nokia2700c-2|217.212.230.212|
1340881755|NokiaN70-1/5.0705.3.0.1 Series60/2.8 Profile/MIDP-2.0 Configuration/CLDC-1.1|82.145.208.143|
1340894465|Nokia6020/2.0 (04.90) Profile/MIDP-2.0 Configuration/CLDC-1.1|85.26.233.35|
1340896233|LG-KP199 Obigo/WAP2.0 MIDP-2.0/CLDC-1.1|46.211.183.226|
1340905453|SonyEricssonC510/R1HA Browser/NetFront/3.4 Profile/MIDP-2.1 Configuration/CLDC-1.1 JavaPlatform/JP-8.4.5|95.153.165.231|
1340905493|NokiaC2-01/5.0 (11.10) Profile/MIDP-2.1 Configuration/CLDC-1.1|82.145.211.95|
1340907249|MicromaxQ5|141.0.8.166|
1340909966|Nokia6500s/2.0 Profile/MIDP-2.1 Configuration/CLDC-1.1|80.239.242.24|
1340926048|W186/Qualcom6246/090301/NetFront/3.3Profile/MIDP-2.0Configuration/CLDC1.1Profile/MIDP-2.0Configuration/CLDC-1.1|141.0.8.213|
